,composition,Charpy impact energy,Charpy impact energy-conditions,Charpy impact energy-units,Elongation,Elongation-conditions,Elongation-units,"Fracture toughness, K$_{IC}$","Fracture toughness, K$_{IC}$-conditions","Fracture toughness, K$_{IC}$-units","Ultimate tensile strength, UTS","Ultimate tensile strength, UTS-conditions","Ultimate tensile strength, UTS-units","Yield strength, YS","Yield strength, YS-conditions","Yield strength, YS-units",parse_comp
20,"[{'element': 'C', 'actualWeightPercent': {'value': '0'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '14.3'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '8.3'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '2.6'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '4.3'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.1'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0.49'}}]",118.0,"{'name': 'Temperature', 'scalars': [{'value': '900'}], 'units': '$^{\\circ}$C'}",J,,,,,,,1474.5,"{'name': 'Temperature', 'scalars': [{'value': '900'}], 'units': '$^{\\circ}$C'}",MPa,1343.6,"{'name': 'Temperature', 'scalars': [{'value': '900'}], 'units': '$^{\\circ}$C'}",MPa,"[0, 0.01, 0.01, 14.3, 8.3, 2.6, 0.01, 0, 0.01, 4.3, 0, 0.1, 0.49]"
21,"[{'element': 'C', 'actualWeightPercent': {'value': '0.22'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '8.5'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '4.6'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '1.5'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.28'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '15.3'}}, {'element': 'W', 'actualWeightPercent': {'value': '0.5'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.03'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0.03'}}]",,,,16.0,"{'name': 'Temperature', 'scalars': [{'value': '1025'}], 'units': '$^{\\circ}$C'}",%,,,,1901.6,"{'name': 'Temperature', 'scalars': [{'value': '1025'}], 'units': '$^{\\circ}$C'}",MPa,1570.9,"{'name': 'Temperature', 'scalars': [{'value': '1025'}], 'units': '$^{\\circ}$C'}",MPa,"[0.22, 0.01, 0.01, 8.5, 4.6, 1.5, 0.28, 0, 0.01, 15.3, 0.5, 0.03, 0.03]"
22,"[{'element': 'C', 'actualWeightPercent': {'value': '0.16'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.16'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.05'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '1.97'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '10.05'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '1'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '13.88'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0'}}]",67.4,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",J,16.0,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",%,,,,1639.8,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",MPa,1529.6,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",MPa,"[0.16, 0.16, 0.05, 1.97, 10.05, 1, 0.01, 0, 0.01, 13.88, 0, 0.01, 0]"
23,"[{'element': 'C', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.04'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.04'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '9.9'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '6.99'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '2.75'}}, {'element': 'V', 'actualWeightPercent': {'value': '0'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0'}}, {'element': 'Co', 'actualWeightPercent': {'value': '8.02'}}, {'element': 'W', 'actualWeightPercent': {'value': '2.43'}}, {'element': 'Al', 'actualWeightPercent': {'value': '1.8'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0'}}]",,,,4.3,"{'name': 'Temperature', 'scalars': [{'value': '870'}], 'units': '$^{\\circ}$C'}",%,,,,1920.0,"{'name': 'Temperature', 'scalars': [{'value': '870'}], 'units': '$^{\\circ}$C'}",MPa,1826.0,"{'name': 'Temperature', 'scalars': [{'value': '870'}], 'units': '$^{\\circ}$C'}",MPa,"[0.01, 0.04, 0.04, 9.9, 6.99, 2.75, 0, 0, 0, 8.02, 2.43, 1.8, 0]"
24,"[{'element': 'C', 'actualWeightPercent': {'value': '0.02'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '15.3'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '1.4'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.12'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '2.1'}}]",4.1,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",J,4.0,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",%,,,,1915.4,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",MPa,1791.4,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",MPa,"[0.02, 0.01, 0.01, 0.01, 15.3, 1.4, 0.01, 0, 0.01, 0.01, 0, 0.12, 2.1]"
25,"[{'element': 'C', 'actualWeightPercent': {'value': '0.09'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '2.16'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.18'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '16.92'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '4.26'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '1.04'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.03'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0'}}]",,,,18.0,"{'name': 'Temperature', 'scalars': [{'value': '950'}], 'units': '$^{\\circ}$C'}",%,,,,1315.2,"{'name': 'Temperature', 'scalars': [{'value': '950'}], 'units': '$^{\\circ}$C'}",MPa,1028.7,"{'name': 'Temperature', 'scalars': [{'value': '950'}], 'units': '$^{\\circ}$C'}",MPa,"[0.09, 2.16, 0.18, 16.92, 4.26, 1.04, 0.01, 0, 0.01, 0.01, 0, 0.03, 0]"
26,"[{'element': 'C', 'actualWeightPercent': {'value': '0.19'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.73'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '12.47'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '0.95'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '1.98'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.08'}}, {'element': 'Co', 'actualWeightPercent': {'value': '13.78'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.03'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0'}}]",,,,17.7,"{'name': 'Temperature', 'scalars': [{'value': '1038'}], 'units': '$^{\\circ}$C'}",%,162.6,"{'name': 'Temperature', 'scalars': [{'value': '1038'}], 'units': '$^{\\circ}$C'}",MPa m$^{0.5}$,1748.1,"{'name': 'Temperature', 'scalars': [{'value': '1038'}], 'units': '$^{\\circ}$C'}",MPa,1289.0,"{'name': 'Temperature', 'scalars': [{'value': '1038'}], 'units': '$^{\\circ}$C'}",MPa,"[0.19, 0.01, 0.73, 12.47, 0.95, 1.98, 0.01, 0, 0.08, 13.78, 0, 0.03, 0]"
27,"[{'element': 'C', 'actualWeightPercent': {'value': '0'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.07'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.08'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '7.5'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '10.5'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '3.3'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.21'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0.23'}}]",104.4,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",J,16.0,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",%,,,,1279.5,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",MPa,1263.6,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",MPa,"[0, 0.07, 0.08, 7.5, 10.5, 3.3, 0.01, 0, 0.01, 0.01, 0, 0.21, 0.23]"
28,"[{'element': 'C', 'actualWeightPercent': {'value': '0.04'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.02'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '12.52'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '8.63'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '2.1'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '1'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0'}}]",,,,14.0,,%,,,,,,,1295.3,,MPa,"[0.04, 0.01, 0.02, 12.52, 8.63, 2.1, 0.01, 0, 0.01, 0.01, 0, 1, 0]"
29,"[{'element': 'C', 'actualWeightPercent': {'value': '0.14'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '3'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.24'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '15.69'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '4.14'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '0.02'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.03'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0'}}]",,,,15.3,"{'name': 'Temperature', 'scalars': [{'value': '950'}], 'units': '$^{\\circ}$C'}",%,,,,1278.2,"{'name': 'Temperature', 'scalars': [{'value': '950'}], 'units': '$^{\\circ}$C'}",MPa,1105.7,"{'name': 'Temperature', 'scalars': [{'value': '950'}], 'units': '$^{\\circ}$C'}",MPa,"[0.14, 3, 0.24, 15.69, 4.14, 0.02, 0.01, 0, 0.01, 0.01, 0, 0.03, 0]"
30,"[{'element': 'C', 'actualWeightPercent': {'value': '0.2'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.03'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '14.09'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '1.98'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.08'}}, {'element': 'Co', 'actualWeightPercent': {'value': '16.62'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.03'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0'}}]",,,,18.7,"{'name': 'Temperature', 'scalars': [{'value': '1038'}], 'units': '$^{\\circ}$C'}",%,109.9,"{'name': 'Temperature', 'scalars': [{'value': '1038'}], 'units': '$^{\\circ}$C'}",MPa m$^{0.5}$,1782.5,"{'name': 'Temperature', 'scalars': [{'value': '1038'}], 'units': '$^{\\circ}$C'}",MPa,1354.8,"{'name': 'Temperature', 'scalars': [{'value': '1038'}], 'units': '$^{\\circ}$C'}",MPa,"[0.2, 0.01, 0.03, 14.09, 0.01, 1.98, 0.01, 0, 0.08, 16.62, 0, 0.03, 0]"
31,"[{'element': 'C', 'actualWeightPercent': {'value': '0.15'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '14.5'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '5'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '13.5'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.05'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0'}}]",,,,15.0,"{'name': 'Temperature', 'scalars': [{'value': '1093'}], 'units': '$^{\\circ}$C'}",%,,,,1619.2,"{'name': 'Temperature', 'scalars': [{'value': '1093'}], 'units': '$^{\\circ}$C'}",MPa,1226.4,"{'name': 'Temperature', 'scalars': [{'value': '1093'}], 'units': '$^{\\circ}$C'}",MPa,"[0.15, 0.01, 0.01, 14.5, 0.01, 5, 0.01, 0, 0.01, 13.5, 0, 0.05, 0]"
32,"[{'element': 'C', 'actualWeightPercent': {'value': '0'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.11'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.3'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '10.2'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '10.4'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '2.05'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.2'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0.22'}}]",104.4,"{'name': 'Temperature', 'scalars': [{'value': '927'}], 'units': '$^{\\circ}$C'}",J,19.0,"{'name': 'Temperature', 'scalars': [{'value': '927'}], 'units': '$^{\\circ}$C'}",%,,,,1223.7,"{'name': 'Temperature', 'scalars': [{'value': '927'}], 'units': '$^{\\circ}$C'}",MPa,1149.3,"{'name': 'Temperature', 'scalars': [{'value': '927'}], 'units': '$^{\\circ}$C'}",MPa,"[0, 0.11, 0.3, 10.2, 10.4, 2.05, 0.01, 0, 0.01, 0.01, 0, 0.2, 0.22]"
33,"[{'element': 'C', 'actualWeightPercent': {'value': '0.24'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '8.9'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '5.1'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '1.7'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.29'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '13'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.03'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0.03'}}]",,,,15.0,"{'name': 'Temperature', 'scalars': [{'value': '1025'}], 'units': '$^{\\circ}$C'}",%,,,,2025.7,"{'name': 'Temperature', 'scalars': [{'value': '1025'}], 'units': '$^{\\circ}$C'}",MPa,1453.8,"{'name': 'Temperature', 'scalars': [{'value': '1025'}], 'units': '$^{\\circ}$C'}",MPa,"[0.24, 0.01, 0.01, 8.9, 5.1, 1.7, 0.29, 0, 0.01, 13, 0, 0.03, 0.03]"
34,"[{'element': 'C', 'actualWeightPercent': {'value': '0.02'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.74'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.1'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '10.2'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '10.2'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '1.98'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.3'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0.22'}}]",71.9,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",J,17.0,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",%,,,,1188.5,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",MPa,1149.9,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",MPa,"[0.02, 0.74, 0.1, 10.2, 10.2, 1.98, 0.01, 0, 0.01, 0.01, 0, 0.3, 0.22]"
35,"[{'element': 'C', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '15.1'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '5.1'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '9.2'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.92'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0.7'}}]",,,,12.0,"{'name': 'Temperature', 'scalars': [{'value': '982'}], 'units': '$^{\\circ}$C'}",%,,,,1591.6,"{'name': 'Temperature', 'scalars': [{'value': '982'}], 'units': '$^{\\circ}$C'}",MPa,1412.5,"{'name': 'Temperature', 'scalars': [{'value': '982'}], 'units': '$^{\\circ}$C'}",MPa,"[0.01, 0.01, 0.01, 0.01, 15.1, 5.1, 0.01, 0, 0.01, 9.2, 0, 0.92, 0.7]"
36,"[{'element': 'C', 'actualWeightPercent': {'value': '0.04'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.02'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '12.52'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '8.63'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '2.1'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '1'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0'}}]",138.3,"{'name': 'Temperature', 'scalars': [{'value': '996'}], 'units': '$^{\\circ}$C'}",J,15.0,"{'name': 'Temperature', 'scalars': [{'value': '996'}], 'units': '$^{\\circ}$C'}",%,,,,1333.2,"{'name': 'Temperature', 'scalars': [{'value': '996'}], 'units': '$^{\\circ}$C'}",MPa,1274.7,"{'name': 'Temperature', 'scalars': [{'value': '996'}], 'units': '$^{\\circ}$C'}",MPa,"[0.04, 0.01, 0.02, 12.52, 8.63, 2.1, 0.01, 0, 0.01, 0.01, 0, 1, 0]"
37,"[{'element': 'C', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.05'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.05'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '17.7'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '3.95'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '15'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.13'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '1.47'}}]",,,,9.0,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",%,,,,2514.9,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",MPa,2487.3,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",MPa,"[0.01, 0.05, 0.05, 0.01, 17.7, 3.95, 0.01, 0, 0.01, 15, 0, 0.13, 1.47]"
